"z","y","x","ch"
16,530,546,3
8,1838,488,3
12,1200,1116,3
9,1434,1258,3
9,1466,1198,3
5,1832,1292,3
12,1078,1070,3
8,1902,338,3
7,1652,1114,3
20,266,872,3
14,1364,1048,3
20,460,738,3
16,594,672,3
18,354,1148,3
14,1182,1120,3
9,1288,1126,3
14,924,1030,3
5,1918,490,3
14,840,1260,3
10,1374,1032,3
9,1592,974,3
18,272,1268,3
8,1520,656,3
22,336,700,3
14,808,1008,3
9,1544,754,3
21,380,1142,3
7,1664,1060,3
5,1932,200,3
6,2020,574,3
6,1848,12,3
7,1678,1138,3
17,318,1132,3
15,1218,836,3
22,336,982,3
5,1662,1150,3
19,482,952,3
13,900,358,3
17,1094,850,3
13,948,568,3
8,1400,654,3
19,516,962,3
12,1254,1050,3
11,1262,1210,3
19,402,1032,3
17,550,834,3
11,1182,118,3
18,642,874,3
19,432,1000,3
8,1570,796,3
18,572,728,3
9,1388,1264,3
6,2030,622,3
12,1006,1072,3
19,262,916,3
7,1826,168,3
8,1726,168,3
19,296,794,3
14,874,1148,3
16,584,512,3
5,1696,1222,3
7,1674,526,3
7,1560,314,3
9,1582,238,3
16,586,686,3
12,1780,314,3
8,2012,646,3
8,1532,702,3
18,324,1228,3
18,520,674,3
9,1558,754,3
11,1384,1234,3
9,1632,342,3
10,1526,896,3
13,1100,1148,3
23,350,1062,3
21,254,730,3
5,1752,1198,3
21,422,1020,3
9,1690,342,3
13,694,222,3
6,1626,890,3
10,1640,270,3
11,1186,72,3
6,1602,24,3
20,262,700,3
8,1980,382,3
13,1070,796,3
26,416,864,3
9,1634,310,3
16,612,456,3
6,1570,1178,3
6,1970,366,3
9,1584,400,3
11,1240,1008,3
9,1758,136,3
8,1438,1212,3
20,432,700,3
6,1742,96,3
13,1788,400,3
16,998,1004,3
5,2030,892,3
11,1024,920,3
13,1056,1030,3
9,1282,824,3
11,1930,356,3
10,1456,768,3
6,1780,278,3
10,1266,1006,3
12,1244,1174,3
17,654,300,3
13,1878,362,3
16,560,540,3
9,1588,164,3
15,610,240,3
10,1844,460,3
8,1818,452,3
17,320,892,3
14,896,1084,3
13,888,1056,3
6,2042,920,3
11,1000,1162,3
15,746,170,3
21,586,766,3
5,1692,166,3
12,760,306,3
5,1932,354,3
17,552,992,3
3,2026,528,3
17,574,584,3
14,704,1054,3
15,790,1190,3
19,360,1034,3
13,1112,816,3
8,1546,336,3
13,898,280,3
15,550,792,3
10,1134,1232,3
12,1204,1200,3
15,806,1132,3
20,526,1084,3
10,1248,1248,3
11,1112,1244,3
7,1764,168,3
7,1672,496,3
5,1784,1134,3
7,1592,1232,3
13,1242,1116,3
14,1168,754,3
10,1716,310,3
8,1590,208,3
15,1206,792,3
8,1668,116,3
4,1934,34,3
4,2024,808,3
22,532,840,3
18,410,780,3
17,1358,984,3
14,1058,1066,3
15,666,930,3
14,762,1066,3
14,830,858,3
14,720,1050,3
16,610,260,3
13,1818,300,3
13,868,1080,3
5,1984,184,3
9,1270,1256,3
9,1406,1336,3
9,1534,724,3
8,1600,1054,3
17,636,288,3
6,2028,778,3
5,1974,196,3
14,1348,1036,3
12,1008,1032,3
7,2036,688,3
8,1744,386,3
15,686,866,3
16,594,556,3
18,328,1174,3
10,1438,972,3
9,1376,668,3
9,1528,172,3
5,1998,522,3
19,596,784,3
18,426,1038,3
16,726,1132,3
16,378,1170,3
15,684,1184,3
13,1882,198,3
15,632,952,3
15,1150,1020,3
13,874,1088,3
11,1004,1222,3
22,512,874,3
16,566,704,3
9,1668,186,3
11,1724,200,3
14,1222,1008,3
8,1616,1040,3
15,662,1042,3
7,1562,1106,3
16,684,464,3
12,1182,832,3
8,1670,298,3
12,1108,796,3
7,1600,118,3
8,1796,40,3
8,1718,134,3
19,240,1272,3
21,298,742,3
9,1672,440,3
4,1766,1198,3
15,766,1098,3
15,1590,328,3
10,1174,1026,3
9,1906,214,3
10,1122,1162,3
18,594,946,3
20,230,1278,3
7,1652,1276,3
14,1088,770,3
15,964,1020,3
20,992,952,3
7,1710,440,3
15,1378,1034,3
6,1852,490,3
23,400,1002,3
14,898,878,3
5,1452,1122,3
12,1148,1148,3
17,318,946,3
13,826,876,3
12,1010,990,3
6,1708,1338,3
11,1264,1024,3
10,1660,1082,3
9,1440,644,3
10,1490,314,3
8,1486,1240,3
15,984,986,3
22,410,690,3
9,1552,828,3
12,1708,188,3
6,1712,1140,3
6,1866,202,3
11,1024,1072,3
13,1006,762,3
25,568,794,3
26,472,946,3
5,1974,178,3
7,1732,1152,3
18,548,954,3
5,2008,152,3
7,1768,24,3
18,422,822,3
14,1308,836,3
7,1986,314,3
17,656,432,3
16,670,282,3
13,892,1148,3
12,1096,1182,3
10,1506,816,3
12,2024,648,3
5,1988,258,3
14,748,1098,3
4,2018,192,3
23,398,1016,3
14,750,1230,3
15,694,352,3
5,1776,290,3
10,1828,186,3
14,1042,776,3
12,1084,1234,3
9,1718,112,3
17,274,1258,3
10,1336,1024,3
15,776,1056,3
5,1516,1334,3
12,1350,1158,3
26,560,840,3
6,1914,422,3
17,484,1076,3
9,1600,180,3
19,278,1250,3
17,474,1176,3
10,1776,436,3
18,344,842,3
20,406,804,3
8,1516,1288,3
8,1642,912,3
12,1084,732,3
8,1936,172,3
19,1234,844,3
14,1190,1016,3
16,792,966,3
4,1778,4,3
5,1762,1272,3
7,1524,14,3
12,1018,1128,3
11,1384,1208,3
14,984,1044,3
10,1716,352,3
15,1136,1070,3
12,1028,1326,3
13,740,1246,3
12,1810,482,3
14,820,1176,3
11,1204,912,3
11,1330,876,3
6,1646,160,3
7,1716,20,3
8,1636,232,3
5,1908,460,3
7,1602,782,3
15,604,928,3
4,2034,532,3
5,1712,122,3
13,998,1110,3
6,1518,1184,3
16,1326,882,3
7,1516,370,3
28,464,794,3
7,1750,518,3
11,1150,1106,3
14,670,1120,3
14,858,338,3
4,1872,366,3
10,1294,1228,3
13,1260,940,3
6,1942,382,3
8,1776,252,3
7,1640,1206,3
8,1616,472,3
11,1354,720,3
7,1610,1214,3
5,1674,352,3
16,636,814,3
14,890,1026,3
17,420,1162,3
25,324,980,3
10,1286,1222,3
5,1654,1292,3
19,500,1068,3
9,1582,992,3
17,572,778,3
13,1122,1024,3
10,1546,162,3
16,1272,938,3
19,430,672,3
8,2030,682,3
6,1806,408,3
15,762,288,3
6,1692,158,3
6,1658,1040,3
6,1644,490,3
8,1738,156,3
17,486,836,3
18,340,864,3
10,1356,702,3
14,1122,836,3
19,342,750,3
20,1108,1018,3
19,476,1070,3
9,1498,1160,3
13,1082,1090,3
19,260,1002,3
13,816,988,3
13,938,934,3
14,1090,790,3
21,390,734,3
16,628,394,3
18,444,910,3
13,1280,1138,3
22,480,714,3
21,592,914,3
11,1278,1246,3
13,912,1014,3
7,1760,486,3
9,1568,754,3
6,1824,52,3
18,606,1068,3
7,1612,966,3
8,1610,90,3
9,1318,1142,3
12,1062,700,3
11,1164,1042,3
16,1060,898,3
4,2006,342,3
7,1502,822,3
7,1684,1166,3
8,1712,1120,3
7,1648,1094,3
8,1628,950,3
17,1168,972,3
13,710,1182,3
17,492,1062,3
7,2012,446,3
12,1152,106,3
15,742,898,3
19,300,808,3
12,1270,820,3
15,640,362,3
11,1684,360,3
9,1368,1204,3
7,1552,812,3
9,1544,178,3
20,396,846,3
7,2008,672,3
12,1094,1168,3
9,1326,1340,3
5,1884,332,3
8,1602,1108,3
14,988,1036,3
12,900,1256,3
11,1730,468,3
13,994,1126,3
14,1320,888,3
7,1684,290,3
6,1624,1198,3
15,810,876,3
9,1502,1294,3
9,1612,920,3
16,562,954,3
17,198,1008,3
16,726,902,3
7,1794,306,3
9,1518,1014,3
16,730,1044,3
18,576,610,3
30,448,960,3
7,1692,368,3
20,450,968,3
11,1800,132,3
9,1616,458,3
16,646,922,3
18,286,1204,3
7,1646,1234,3
14,932,1052,3
19,482,1114,3
6,1960,374,3
7,1598,1100,3
9,1606,232,3
10,1338,1158,3
15,628,176,3
16,966,968,3
9,1728,126,3
17,1262,990,3
19,286,998,3
9,1750,426,3
14,1270,980,3
22,290,812,3
22,394,886,3
4,1738,536,3
12,1184,896,3
18,312,1188,3
8,1360,1284,3
15,1158,846,3
18,620,826,3
15,758,1206,3
8,1660,128,3
4,1978,486,3
11,1108,904,3
4,2004,544,3
11,1748,262,3
9,1518,902,3
13,812,330,3
6,1908,188,3
6,1994,316,3
17,636,1100,3
14,784,912,3
17,670,442,3
13,1880,400,3
26,446,826,3
10,1228,746,3
18,622,448,3
17,692,892,3
16,1732,312,3
7,1896,382,3
11,1142,1288,3
17,670,408,3
13,966,1404,3
9,1610,932,3
16,614,840,3
12,1042,728,3
17,620,954,3
24,534,804,3
19,420,1176,3
6,1574,1336,3
19,288,1172,3
19,1214,962,3
13,992,752,3
22,350,740,3
13,1790,216,3
29,412,898,3
9,1796,234,3
6,1986,274,3
19,510,922,3
9,1800,354,3
9,1472,980,3
7,1592,830,3
19,1200,918,3
16,688,388,3
7,1744,62,3
20,442,1140,3
11,1506,292,3
17,1166,878,3
5,2018,342,3
13,896,972,3
9,1568,184,3
18,338,1228,3
15,1066,1080,3
13,904,1052,3
20,476,798,3
4,1928,1094,3
9,1568,304,3
14,956,1014,3
8,1416,1300,3
23,434,946,3
19,604,862,3
9,1686,200,3
9,1548,798,3
17,1160,886,3
14,1228,922,3
15,708,1018,3
15,1762,332,3
14,960,932,3
6,1650,1084,3
22,320,738,3
19,368,1170,3
10,1184,1128,3
10,1492,878,3
17,574,810,3
16,698,366,3
19,262,990,3
21,320,968,3
18,662,376,3
5,1938,222,3
14,876,288,3
9,1650,230,3
16,1110,894,3
10,1286,1346,3
6,1864,226,3
16,606,674,3
15,596,984,3
11,1854,476,3
13,960,742,3
7,1726,110,3
8,1742,430,3
9,1290,1318,3
13,802,1030,3
15,1090,816,3
4,2018,644,3
16,1040,1014,3
24,404,914,3
5,1876,34,3
5,1948,172,3
21,494,832,3
15,816,880,3
9,1728,148,3
14,856,244,3
19,300,1116,3
11,1572,326,3
18,594,1048,3
14,1852,202,3
23,448,648,3
19,228,1288,3
13,1112,1090,3
10,1752,190,3
8,1516,722,3
16,1318,966,3
14,772,956,3
17,1108,1028,3
9,1426,1202,3
14,1142,950,3
17,594,166,3
21,506,1048,3
13,1304,1096,3
20,350,966,3
14,1316,836,3
17,472,1156,3
12,1608,296,3
13,704,1126,3
15,1154,814,3
7,1566,804,3
10,1332,164,3
13,1400,944,3
19,242,1312,3
7,1532,1352,3
14,936,840,3
9,1424,1214,3
5,1664,1122,3
10,1318,1256,3
15,1282,830,3
8,1584,862,3
14,1398,974,3
11,1444,798,3
17,1168,1058,3
9,1650,950,3
15,1304,848,3
10,1270,1278,3
9,1580,254,3
11,1682,446,3
10,1252,1240,3
11,1236,826,3
18,388,1028,3
9,1564,952,3
16,1098,892,3
6,1636,1060,3
12,1116,1226,3
15,658,1076,3
16,700,494,3
12,1380,1070,3
6,1630,776,3
24,354,1026,3
4,1998,296,3
14,820,1072,3
22,312,950,3
29,426,874,3
10,1880,374,3
13,1124,1114,3
13,858,1048,3
12,1212,924,3
16,692,926,3
15,1052,1046,3
14,910,340,3
18,424,788,3
27,524,766,3
10,1304,1244,3
13,978,776,3
19,346,934,3
11,1146,1230,3
8,1778,382,3
7,1572,1148,3
14,1398,888,3
8,1544,1214,3
15,722,460,3
18,562,1082,3
10,1394,892,3
14,732,1072,3
25,450,1042,3
9,1810,154,3
15,900,268,3
10,1570,1038,3
14,894,190,3
9,1414,1070,3
15,734,1030,3
5,1912,238,3
15,700,310,3
5,1620,922,3
20,254,876,3
8,1706,428,3
15,1080,760,3
7,1686,520,3
12,1402,958,3
15,536,1088,3
17,632,408,3
11,1354,1228,3
15,1382,1090,3
13,768,416,3
20,302,840,3
23,366,762,3
7,1474,1380,3
8,1232,1216,3
9,1492,728,3
13,832,892,3
8,1620,242,3
25,478,1002,3
6,1976,132,3
14,1264,962,3
6,1828,82,3
16,1242,1034,3
25,372,1050,3
8,1830,136,3
13,952,1054,3
23,1280,936,3
6,1660,830,3
21,516,914,3
6,1760,524,3
10,1234,1412,3
10,1202,1214,3
14,864,268,3
12,1344,900,3
6,1804,204,3
19,184,986,3
21,556,784,3
12,1100,1162,3
11,1870,246,3
9,1528,1276,3
8,1508,890,3
9,1334,1380,3
8,1864,58,3
19,298,728,3
8,1542,104,3
16,866,1008,3
9,1616,360,3
20,346,906,3
17,250,1260,3
12,1028,1250,3
18,1176,1072,3
19,226,708,3
16,1018,892,3
16,572,1126,3
12,1234,856,3
22,286,892,3
5,1726,1160,3
9,1716,184,3
14,770,856,3
5,2016,262,3
5,1860,304,3
10,1296,1258,3
13,1292,838,3
17,620,536,3
10,1474,846,3
6,1966,312,3
14,1086,1082,3
9,1736,328,3
13,1202,894,3
8,1664,344,3
9,1876,130,3
9,1526,918,3
12,1326,1064,3
12,1036,1432,3
6,1636,1128,3
19,524,954,3
21,288,976,3
9,1448,650,3
15,714,1218,3
12,1728,340,3
19,606,1006,3
6,1636,1224,3
11,1158,1260,3
7,1752,376,3
8,1532,962,3
28,404,1036,3
13,1238,1130,3
8,1502,1218,3
9,1586,922,3
13,916,778,3
18,480,1146,3
9,1728,320,3
7,1540,730,3
16,1292,902,3
17,536,564,3
8,1568,970,3
14,1838,278,3
16,644,1138,3
19,460,754,3
11,1812,296,3
9,1522,254,3
15,686,898,3
9,1584,980,3
20,366,1042,3
16,634,304,3
18,428,1128,3
16,352,1166,3
8,1496,1270,3
7,1732,344,3
10,1710,364,3
27,410,932,3
6,1758,68,3
13,1052,774,3
19,386,940,3
16,410,1150,3
17,302,1092,3
13,1124,876,3
13,880,1188,3
7,1738,232,3
8,1616,36,3
18,1296,946,3
7,1746,236,3
6,1592,1142,3
15,600,634,3
5,1782,1176,3
4,2030,38,3
15,690,972,3
5,1696,1290,3
10,1506,1024,3
19,1192,924,3
27,430,982,3
16,642,182,3
7,1676,88,3
6,1950,272,3
23,388,920,3
21,1216,870,3
15,778,992,3
18,194,1370,3
6,1764,1142,3
4,1980,534,3
13,802,1234,3
7,1974,164,3
16,1262,1076,3
17,642,986,3
8,1694,260,3
9,1630,390,3
15,1604,332,3
15,652,386,3
5,1854,84,3
3,1958,10,3
30,420,928,3
5,2012,812,3
23,470,1012,3
8,1492,734,3
9,1750,396,3
20,494,996,3
16,430,740,3
18,244,1008,3
9,1428,750,3
12,1152,746,3
12,1010,734,3
11,1440,1106,3
15,718,314,3
21,274,920,3
6,1736,1224,3
22,532,880,3
9,1878,228,3
22,346,820,3
11,1752,276,3
9,1516,1134,3
16,676,320,3
11,1330,824,3
14,1876,224,3
14,918,944,3
20,1158,998,3
10,1930,182,3
14,872,994,3
26,428,1000,3
4,1750,1160,3
21,442,712,3
9,1416,736,3
28,454,970,3
13,722,916,3
14,798,334,3
8,1554,1244,3
5,1864,316,3
8,1624,412,3
19,548,1100,3
9,1526,982,3
21,266,1022,3
11,1266,1166,3
21,396,712,3
8,1570,782,3
4,2004,558,3
22,388,866,3
10,1500,1114,3
10,1628,862,3
7,1642,1260,3
13,1326,1116,3
7,1836,154,3
7,1544,56,3
5,2022,878,3
9,1494,1150,3
6,1704,262,3
21,398,790,3
16,1350,1008,3
9,1450,1162,3
12,1760,254,3
9,1260,1078,3
19,518,996,3
17,376,1026,3
16,1132,948,3
16,620,244,3
6,1934,504,3
21,1216,904,3
6,1890,346,3
7,1632,1098,3
14,790,942,3
15,702,1196,3
10,1876,328,3
20,616,848,3
15,720,1186,3
26,492,834,3
21,400,854,3
13,1206,766,3
10,1302,1066,3
9,1644,220,3
11,1184,1246,3
9,1424,1174,3
14,810,930,3
17,638,426,3
16,1036,906,3
15,594,1106,3
14,1100,806,3
8,1514,146,3
15,866,238,3
7,1766,4,3
10,1392,264,3
17,644,1120,3
19,442,686,3
12,1450,1002,3
10,1408,1286,3
22,386,674,3
4,1956,28,3
3,2032,930,3
17,242,1240,3
13,978,1226,3
5,1780,1194,3
12,1226,14,3
8,1504,30,3
12,1002,1234,3
5,1954,148,3
26,432,932,3
19,302,1292,3
25,452,822,3
11,1180,1180,3
13,856,1080,3
4,1820,1274,3
26,498,750,3
8,1596,400,3
13,946,740,3
18,1290,912,3
16,732,1082,3
13,922,1040,3
21,362,1136,3
5,2034,566,3
19,386,854,3
13,890,1090,3
6,1910,274,3
18,1176,842,3
10,1288,308,3
17,672,914,3
15,1076,776,3
4,2022,858,3
15,1298,1058,3
10,1736,252,3
4,2004,250,3
13,1716,264,3
20,144,1012,3
27,508,886,3
9,1692,418,3
4,1996,278,3
16,908,878,3
8,1516,242,3
8,1476,1262,3
10,1526,1078,3
8,1750,122,3
12,1096,1048,3
7,1458,1240,3
3,2010,106,3
12,1374,1054,3
18,378,1158,3
8,1488,1198,3
14,842,350,3
7,1814,196,3
12,1208,750,3
15,1184,1030,3
15,592,1024,3
6,1898,222,3
19,276,1162,3
7,1696,120,3
9,1380,1226,3
20,542,622,3
12,1452,860,3
13,886,1174,3
5,1854,1250,3
19,448,776,3
8,1482,1280,3
12,1798,256,3
10,2036,582,3
26,402,896,3
11,1668,500,3
14,842,880,3
12,1302,992,3
15,766,338,3
20,130,998,3
7,1926,404,3
15,1326,824,3
7,1504,1192,3
8,1612,182,3
9,1664,386,3
15,738,1092,3
14,898,784,3
7,1696,722,3
19,1116,1022,3
17,684,434,3
7,1616,168,3
16,620,462,3
15,732,284,3
5,2042,330,3
16,632,340,3
8,1492,1246,3
10,1516,988,3
10,1228,1096,3
17,568,996,3
10,1548,118,3
18,1102,926,3
16,598,1114,3
6,1704,1366,3
9,1526,330,3
15,1388,1082,3
6,1454,860,3
8,1590,984,3
17,232,1278,3
12,1230,578,3
21,370,1096,3
9,1794,108,3
16,734,400,3
17,272,888,3
20,574,1040,3
12,1134,1042,3
6,1634,1146,3
5,1798,16,3
9,1676,174,3
17,296,1238,3
16,1262,902,3
5,1858,1292,3
17,1216,1064,3
23,166,982,3
4,2004,526,3
18,454,944,3
15,1370,914,3
11,1406,1048,3
15,728,388,3
9,1464,1218,3
14,1180,788,3
11,1224,596,3
28,532,838,3
14,1016,770,3
17,1138,904,3
6,1976,334,3
26,448,992,3
17,322,1184,3
10,1366,1304,3
17,1384,936,3
25,372,1012,3
15,732,954,3
6,1770,1178,3
14,816,1144,3
16,648,1090,3
13,900,810,3
20,322,1116,3
12,910,1222,3
20,480,618,3
8,1620,1122,3
14,890,346,3
10,1300,898,3
13,1092,1096,3
17,562,590,3
6,2008,568,3
18,540,638,3
13,1404,978,3
6,1782,410,3
14,1082,940,3
18,596,656,3
19,496,878,3
15,754,994,3
21,334,1106,3
18,580,528,3
7,1588,1286,3
11,1096,812,3
12,1054,688,3
17,604,430,3
18,264,620,3
12,970,964,3
14,716,880,3
10,958,882,3
8,1910,174,3
11,1224,1212,3
9,2020,552,3
19,330,818,3
16,598,524,3
13,1316,804,3
7,1716,234,3
11,1264,1182,3
19,304,704,3
4,2000,180,3
5,1744,1170,3
7,1950,230,3
10,1434,1194,3
23,398,930,3
19,472,674,3
3,2008,782,3
15,656,466,3
9,1762,384,3
9,1616,236,3
9,1502,258,3
12,1322,1030,3
17,610,312,3
7,1652,194,3
11,1342,1180,3
10,1680,216,3
5,1768,306,3
18,614,382,3
14,848,996,3
14,782,214,3
14,794,902,3
9,1538,366,3
10,1374,1284,3
12,1106,1222,3
21,1038,974,3
18,260,1280,3
13,1020,988,3
14,1278,1112,3
12,1138,954,3
13,694,1060,3
11,1804,236,3
6,1794,740,3
13,996,1078,3
15,1112,952,3
9,1460,1168,3
7,1422,1050,3
14,1860,360,3
11,1862,406,3
19,454,996,3
14,1196,1036,3
15,768,162,3
16,618,510,3
17,530,1082,3
9,1680,412,3
7,1778,138,3
6,2040,630,3
17,500,1140,3
9,1432,1224,3
15,1288,966,3
5,2042,896,3
22,380,696,3
16,654,842,3
14,732,1184,3
13,1034,1108,3
12,958,816,3
13,1006,800,3
6,1722,1128,3
14,748,1014,3
11,1206,10,3
14,818,1206,3
16,1316,898,3
9,1740,136,3
16,614,288,3
17,628,1068,3
16,950,832,3
12,1712,410,3
10,1384,726,3
13,1200,926,3
4,1986,572,3
19,1162,1034,3
19,326,884,3
17,1200,1086,3
17,1042,894,3
6,1670,52,3
4,1938,132,3
22,408,784,3
20,496,1088,3
17,652,418,3
16,754,960,3
22,520,848,3
22,408,992,3
16,630,454,3
13,868,850,3
5,1994,460,3
15,804,974,3
17,620,780,3
17,564,1056,3
22,532,722,3
9,1554,726,3
20,192,970,3
20,348,776,3
9,1340,1288,3
17,286,936,3
14,1338,824,3
15,1366,938,3
9,1494,820,3
9,1436,1000,3
17,598,1102,3
14,758,272,3
12,1224,868,3
9,1340,170,3
4,1906,264,3
19,556,690,3
10,1462,960,3
19,504,700,3
7,1828,326,3
28,516,784,3
9,1488,686,3
15,1426,946,3
16,1248,886,3
5,1788,1220,3
7,1378,1238,3
20,1272,964,3
9,1606,778,3
7,1666,160,3
28,402,950,3
18,598,1012,3
14,1582,340,3
13,900,190,3
13,914,276,3
7,1736,110,3
14,810,1116,3
10,1344,1196,3
17,556,916,3
18,254,1234,3
28,454,874,3
17,370,738,3
14,802,1062,3
10,1240,934,3
22,484,738,3
6,1968,146,3
10,1760,500,3
11,1032,1398,3
14,774,1182,3
7,1802,436,3
17,522,558,3
12,1268,1076,3
12,1588,232,3
10,1322,60,3
7,1564,1338,3
14,1622,284,3
14,792,1102,3
7,1578,824,3
13,920,846,3
4,2008,240,3
25,502,878,3
6,1674,1268,3
17,352,788,3
7,1612,908,3
13,836,1484,3
5,2028,126,3
16,1088,1044,3
12,1038,1100,3
19,562,872,3
7,1670,1118,3
18,436,836,3
6,2012,366,3
16,628,522,3
20,540,706,3
21,304,852,3
9,1450,102,3
13,1346,918,3
21,328,948,3
20,564,1002,3
21,516,816,3
11,1804,460,3
9,1446,1226,3
9,1344,1350,3
10,1388,1252,3
14,854,1190,3
20,398,658,3
6,1670,1222,3
17,566,926,3
6,1852,38,3
8,1578,502,3
17,240,948,3
13,786,1194,3
13,856,226,3
14,624,1036,3
21,532,778,3
23,516,998,3
3,1980,156,3
9,1464,46,3
9,1540,708,3
18,368,666,3
10,1526,1022,3
12,1174,1018,3
12,992,1338,3
7,1718,426,3
9,1324,1106,3
14,716,974,3
10,1370,102,3
10,1214,1228,3
10,1370,1070,3
8,1470,650,3
15,664,1166,3
14,1146,756,3
22,418,1000,3
13,876,1220,3
20,284,862,3
14,776,1072,3
9,1696,410,3
11,1142,10,3
19,122,1460,3
8,1548,1024,3
15,792,130,3
12,1130,1020,3
5,1934,464,3
18,522,1062,3
12,1148,118,3
9,1612,70,3
19,378,1132,3
4,1780,1338,3
18,424,976,3
16,1090,930,3
4,1932,424,3
18,262,1212,3
15,612,680,3
10,1400,696,3
15,1240,984,3
17,1078,894,3
8,1548,1060,3
13,1482,960,3
13,1276,808,3
19,328,1224,3
9,1274,1306,3
19,272,1224,3
15,1206,802,3
5,1788,122,3
12,1128,1072,3
16,254,970,3
10,1746,346,3
5,1886,206,3
13,996,714,3
15,674,130,3
5,1810,720,3
4,1788,1116,3
7,1632,844,3
5,1710,536,3
22,588,744,3
11,1402,1314,3
8,1658,530,3
13,974,742,3
22,496,720,3
7,1654,108,3
15,1114,902,3
14,980,1150,3
19,296,906,3
9,1260,1338,3
20,366,956,3
14,1016,878,3
12,958,1244,3
8,1650,50,3
9,1434,1170,3
12,974,534,3
10,1356,1168,3
5,1966,428,3
4,1970,438,3
11,1864,144,3
23,544,892,3
6,2010,420,3
6,1732,400,3
12,1816,322,3
9,1566,882,3
6,1604,922,3
6,1884,42,3
17,564,576,3
18,1010,942,3
15,750,262,3
5,1814,606,3
13,1414,1004,3
8,1556,132,3
14,680,1016,3
18,340,922,3
12,1936,272,3
13,1330,1030,3
22,336,760,3
15,1134,1084,3
7,1392,1316,3
4,2000,230,3
14,706,944,3
13,1160,758,3
10,1354,1300,3
12,970,1248,3
12,988,1244,3
23,300,996,3
13,954,364,3
9,1522,832,3
16,1264,1062,3
3,2038,402,3
7,1618,938,3
11,1206,1062,3
19,296,974,3
23,470,834,3
23,480,1074,3
14,828,1196,3
21,1002,954,3
17,448,1152,3
7,1566,394,3
14,808,984,3
12,1230,780,3
13,774,912,3
20,334,1140,3
16,1290,942,3
12,1228,1160,3
11,1560,282,3
9,1350,1312,3
14,908,1024,3
9,1414,1196,3
10,1242,1396,3
15,738,266,3
8,1976,448,3
5,1896,184,3
13,1340,1044,3
4,2024,866,3
15,616,1154,3
11,1276,836,3
17,630,466,3
10,1394,966,3
21,490,782,3
15,608,816,3
8,1546,1046,3
8,1636,498,3
14,586,1066,3
9,1728,1136,3
15,700,1170,3
17,544,550,3
9,2014,738,3
10,1394,1204,3
9,1702,156,3
16,1212,908,3
18,536,538,3
19,590,978,3
6,1808,166,3
8,1502,106,3
7,1580,1270,3
18,476,776,3
7,1644,924,3
14,792,1138,3
17,700,1110,3
10,1354,914,3
9,1580,312,3
16,670,392,3
12,1490,1004,3
17,488,1106,3
13,946,1148,3
4,2004,370,3
9,1676,426,3
10,1412,1268,3
13,922,560,3
15,1254,1044,3
19,414,906,3
7,1624,542,3
3,2026,952,3
4,1830,34,3
8,1588,950,3
12,2038,702,3
13,1182,26,3
9,1316,1152,3
20,552,596,3
16,572,1088,3
10,1914,198,3
18,1284,898,3
12,1788,426,3
15,1032,822,3
8,1560,1260,3
10,1762,404,3
9,1488,702,3
6,1720,1188,3
14,900,1156,3
13,1796,276,3
9,1356,750,3
9,1588,882,3
13,1036,950,3
8,1598,544,3
12,734,1170,3
5,1810,280,3
16,566,834,3
15,740,1000,3
9,1466,72,3
21,272,852,3
9,1326,1304,3
21,576,638,3
17,1168,928,3
11,1490,1170,3
18,512,1004,3
12,1456,1012,3
13,832,6,3
13,976,998,3
13,1128,988,3
16,1358,964,3
11,1252,926,3
8,1370,1008,3
10,1412,656,3
18,648,562,3
10,1866,456,3
20,260,960,3
15,964,824,3
8,1652,262,3
13,1000,1090,3
20,1184,888,3
8,1772,20,3
16,1126,1068,3
5,1722,1278,3
14,1282,1030,3
10,1726,388,3
14,814,960,3
20,1166,898,3
16,708,916,3
11,1798,204,3
22,554,828,3
8,1540,1020,3
8,1630,974,3
20,352,1048,3
13,1204,838,3
12,1256,1090,3
8,1596,32,3
15,764,882,3
8,1670,432,3
8,1592,1106,3
4,1864,536,3
7,1730,188,3
15,1412,940,3
10,1376,1094,3
10,1268,828,3
7,1966,388,3
15,706,284,3
17,1274,876,3
17,612,694,3
13,844,1082,3
17,320,672,3
15,676,250,3
15,746,356,3
20,432,758,3
9,1810,472,3
27,450,840,3
15,1352,948,3
16,648,1154,3
5,1946,326,3
14,612,1102,3
13,1178,1136,3
6,1736,70,3
9,1912,370,3
15,1056,764,3
10,1528,206,3
16,580,460,3
10,1172,1266,3
23,384,1092,3
25,478,976,3
15,694,1188,3
6,1880,460,3
13,1018,1096,3
10,1454,36,3
8,1734,310,3
29,498,844,3
13,952,786,3
28,492,824,3
16,780,404,3
10,1254,1134,3
5,1714,1060,3
16,716,356,3
25,346,920,3
10,1220,1252,3
11,1300,78,3
18,1288,980,3
5,1920,330,3
20,1188,844,3
14,758,1024,3
5,1976,116,3
16,642,350,3
15,706,298,3
19,586,810,3
7,1590,612,3
17,564,514,3
7,1660,666,3
14,748,1260,3
15,536,808,3
14,838,866,3
8,1632,100,3
10,1630,354,3
11,1170,998,3
4,2018,790,3
4,1916,342,3
21,1134,1040,3
8,1780,96,3
9,1510,692,3
18,1230,1006,3
8,1972,244,3
5,1668,1158,3
8,1368,1162,3
9,1368,1428,3
22,434,790,3
10,1656,478,3
6,1758,180,3
8,1678,100,3
16,600,698,3
19,556,878,3
19,448,642,3
